season,olympic_year,country_code,country_name,imf_country_code,imf_country_name,spending_sector_code,spending_sector_name,cycle_start_year,cycle_end_year,cycle_years_available,cycle_data_complete,has_cycle_spending_data,pt_gdp_prev_cycle_mean,pt_gdp_prev_cycle_std,pt_gdp_prev_cycle_cv,pt_gdp_prev_cycle_min,pt_gdp_prev_cycle_max,pt_gdp_prev_cycle_change,pt_gdp_previous_year,pt_gdp_olympic_year,gold_medals,silver_medals,bronze_medals,total_medals
Winter,2014,JPN,Japan,JPN,Japan,IMF_SEC_GG,Sector: General government,2010,2013,4,True,True,0.10502870916003496,0.00552888141218879,0.05264162014753786,0.0995587606368438,0.114192906397201,0.014634145760357209,0.114192906397201,0.1204870134814,1,4,3,8
Winter,2014,SLO,Slovenia,SVN,Slovenia,IMF_SEC_GG,Sector: General government,2010,2013,4,True,True,0.4128574971763112,0.13184499134393204,0.319347455830813,0.332390895999867,0.641125855736905,-0.30873495973703796,0.332390895999867,0.310826945418544,2,2,4,8
Winter,2014,POL,Poland,POL,Poland,IMF_SEC_GG,Sector: General government,2010,2013,4,True,True,0.5242382785163641,0.08561147061658946,0.16330640879349123,0.410508144769177,0.634258300326353,-0.22375015555717598,0.410508144769177,0.435710210147609,4,1,1,6
Winter,2014,FIN,Finland,FIN,Finland,IMF_SEC_GG,Sector: General government,2010,2013,4,True,True,0.46833285208554176,0.012919746091410004,0.027586674805913872,0.448994434287215,0.483990509209748,0.009139882617856032,0.47474317373153,0.452399019802124,1,3,1,5
Winter,2014,GBR,United Kingdom,GBR,United Kingdom,IMF_SEC_GG,Sector: General government,2010,2013,4,True,True,0.32317369337699176,0.049996176568219364,0.15470373236690813,0.241613013869732,0.373938564660288,-0.13232555079055602,0.241613013869732,0.211756797532797,1,1,2,4
Winter,2014,LAT,Latvia,LVA,Latvia,IMF_SEC_GG,Sector: General government,2010,2013,4,True,True,0.26439871765682876,0.13713530971735102,0.5186685886099612,0.173176768490099,0.500580846549634,-0.03626618259835901,0.173176768490099,0.263754013895052,0,2,2,4
Winter,2014,AUS,Australia,AUS,Australia,IMF_SEC_GG,Sector: General government,2010,2013,4,True,True,0.3903655437036215,0.017678788951329204,0.045287780226708554,0.365816028581848,0.410312491296069,-0.04449646271422103,0.365816028581848,0.38119448789424,0,2,1,3
Winter,2014,CRO,Croatia,HRV,Croatia,IMF_SEC_GG,Sector: General government,2010,2013,4,True,True,0.5723546431758648,0.011704560794290783,0.020449839856884634,0.552593528929102,0.583209130580732,5.365822539493692e-05,0.57683478570951,0.585120589548906,0,1,0,1
Winter,2014,KAZ,Kazakhstan,KAZ,Kazakhstan,IMF_SEC_GG,Sector: General government,2010,2013,4,True,True,0.26795030769461875,0.05916854917041749,0.22081911261640166,0.208256045384617,0.366378950561344,-0.11876795346975602,0.247610997091588,0.269276016783014,0,0,1,1
Winter,2014,SVK,Slovakia,SVK,Slovak Republic,IMF_SEC_GG,Sector: General government,2010,2013,4,True,True,0.17219425258246399,0.03871350917016196,0.22482463026239524,0.122405118347008,0.229642986984658,-0.10723786863764999,0.122405118347008,0.13598525825556,1,0,0,1
